Sequence_ID,Step_0,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60,Step_61,Step_62,Step_63,Step_64,Step_65,Step_66,Step_67,Step_68,Step_69,Step_70,Step_71,Step_72,Step_73,Step_74,Step_75,Step_76,Step_77,Step_78,Step_79,Step_80,Step_81,Step_82,Step_83,Step_84,Step_85,Step_86,Step_87,Step_88,Step_89,Step_90,Step_91,Step_92,Step_93,Step_94,Step_95,Step_96,Step_97,Step_98,Step_99,Step_100,Step_101,Step_102,Step_103,Step_104,Step_105,Step_106,Step_107,Step_108,Step_109,Step_110,Step_111,Step_112,Step_113,Step_114,Step_115,Step_116,Step_117,Step_118,Step_119,Step_120,Step_121,Step_122,Step_123,Step_124,Step_125,Step_126,Step_127,Step_128,Step_129,Step_130,Step_131,Step_132,Step_133,Step_134,Step_135,Step_136,Step_137,Step_138,Step_139,Step_140,Step_141,Step_142,Step_143,Step_144,Step_145,Step_146,Step_147,Step_148,Step_149,Step_150,Step_151,Step_152,Step_153,Step_154,Step_155,Step_156,Step_157,Step_158,Step_159,Step_160,Step_161,Step_162,Step_163,Step_164,Step_165,Step_166,Step_167,Step_168,Step_169,Step_170,Step_171,Step_172,Step_173,Step_174,Step_175,Step_176,Step_177,Step_178,Step_179,Step_180,Step_181,Step_182,Step_183,Step_184,Step_185,Step_186,Step_187,Step_188,Step_189,Step_190,Step_191
59,0.0,0.40572408,0.65381426,0.801932,0.88909423,0.9400364,0.9699658,0.98756504,0.99682945,0.99999994,0.99856514,0.9945838,0.98931813,0.9834413,0.9774273,0.9716442,0.96631145,0.96148217,0.95705515,0.95281106,0.94846445,0.9437463,0.93855476,0.9329685,0.92701524,0.9209619,0.9157379,0.91264266,0.9127069,0.9146898,0.91764784,0.92125535,0.9255521,0.9307906,0.93727225,0.94509023,0.9540751,0.9638308,0.97292334,0.9802164,0.98556656,0.98911905,0.9912946,0.9922068,0.99196315,0.9907801,0.9886919,0.9856007,0.9813502,0.975779,0.9687539,0.96034145,0.950985,0.94126457,0.9323648,0.92502373,0.91930777,0.9152448,0.9125205,0.9108919,0.91044277,0.9108409,0.9118671,0.9135479,0.91612977,0.9201771,0.9267884,0.9375668,0.95227337,0.96698457,0.97746146,0.98389393,0.9875963,0.98972154,0.99095607,0.99152964,0.9915308,0.9910608,0.9901423,0.988652,0.9862651,0.98231965,0.975548,0.9640392,0.94809294,0.93304837,0.92280006,0.91658175,0.912972,0.9108155,0.90942466,0.90863985,0.90848243,0.90875506,0.90932745,0.9102257,0.9116663,0.91424584,0.91961855,0.93245107,0.9554398,0.97322947,0.9815985,0.9853692,0.9872317,0.98823816,0.98875386,0.98887944,0.9886589,0.9881531,0.98741806,0.9864278,0.98498255,0.98252165,0.97737926,0.9640282,0.938902,0.92098737,0.9130495,0.9095908,0.90785795,0.90679765,0.90603656,0.90560365,0.90555215,0.90578943,0.9062125,0.90678316,0.90760505,0.90908146,0.91270745,0.9267965,0.9604757,0.9764104,0.9807483,0.9822409,0.98283184,0.9830136,0.9829355,0.9826611,0.9822172,0.9815991,0.9808085,0.9798535,0.9786757,0.9769707,0.97351134,0.9600665,0.9259503,0.90753734,0.9033586,0.9018729,0.901117,0.90061,0.90024537,0.90007347,0.90014005,0.9004428,0.9009706,0.90172124,0.902726,0.9041955,0.90708995,0.9200492,0.9645908,0.97661877,0.9785617,0.97916824,0.9791567,0.9786601,0.9777329,0.97640866,0.9746793,0.9724522,0.969442,0.964181,0.9584182,0.9570899,0.9543517,0.94500804,0.91002774,0.88756454,0.88566035,0.884967,0.88472104,0.88475347,0.8850098,0.8854636,0.8860921,0.88686246,0.8877289,0.8886358
60,0.0,0.24579214,0.45136535,0.61002016,0.7294323,0.8138837,0.8724975,0.9093878,0.9214902,0.91152966,0.90845746,0.9067962,0.9030813,0.8976144,0.8911769,0.88453084,0.87820613,0.87242645,0.8671767,0.86226493,0.85743326,0.8525205,0.847713,0.8436812,0.8413163,0.8426511,0.85465676,0.8802588,0.8905548,0.89575875,0.90081406,0.9062824,0.91246253,0.9197826,0.9286702,0.93915963,0.9507799,0.9624974,0.9714999,0.97542435,0.9733788,0.96363485,0.9462928,0.9312835,0.92332774,0.91825277,0.9135415,0.9081487,0.9015157,0.8932875,0.8832433,0.8715384,0.8589837,0.84675545,0.8371918,0.83214104,0.8323889,0.8391175,0.8548079,0.8750297,0.8857806,0.8905669,0.89387584,0.89721346,0.9013953,0.90740824,0.91688067,0.93210053,0.95247346,0.97157645,0.9818382,0.9818095,0.9750466,0.9633422,0.9482674,0.93462366,0.92554414,0.9198496,0.9156763,0.9118127,0.9073125,0.90099037,0.89091146,0.8743184,0.8518586,0.8318358,0.8209882,0.81915766,0.82438576,0.8359532,0.8539163,0.8714966,0.88141584,0.8864777,0.8897191,0.8924377,0.89542675,0.8997472,0.9078646,0.9265586,0.9595466,0.98337305,0.9898831,0.98567504,0.9759346,0.9631044,0.94949996,0.937583,0.92852813,0.92200804,0.91715163,0.91317785,0.9093516,0.9046116,0.8964065,0.8766859,0.8405592,0.8164331,0.809719,0.8127242,0.8209887,0.834368,0.8518712,0.8674195,0.8771035,0.88270384,0.8863805,0.88921136,0.89185745,0.8951281,0.9012694,0.922347,0.9714551,0.99243194,0.99250144,0.9852761,0.97489196,0.96324044,0.95201606,0.94206256,0.9334777,0.92610425,0.9197675,0.91431975,0.9095027,0.9047239,0.8980869,0.8776339,0.8283566,0.80420023,0.8035273,0.8087599,0.8172582,0.82931066,0.84358454,0.856785,0.8669541,0.87430334,0.8798996,0.8846089,0.8889973,0.8936411,0.8999764,0.9203473,0.98558944,0.9999998,0.9964808,0.9893683,0.98128265,0.9735687,0.9665337,0.95980304,0.9527374,0.9444502,0.93360513,0.9184825,0.9014603,0.8906495,0.8776359,0.85713506,0.8036809,0.7720333,0.7713925,0.7728841,0.7748823,0.7764937,0.7770579,0.77634156,0.7745796,0.77249265,0.7715512,0.77566105
61,0.9999997,0.9259586,0.80860716,0.69895214,0.6159598,0.55217177,0.505814,0.4661193,0.4108162,0.3343536,0.29330608,0.26879108,0.24843825,0.2298937,0.21283562,0.1975334,0.18421872,0.17282887,0.16305138,0.15438667,0.14631557,0.13857852,0.13160355,0.12678705,0.12607686,0.13382618,0.1650252,0.2253265,0.24855678,0.25873294,0.26779535,0.27727017,0.28780338,0.30016252,0.31506556,0.33252233,0.35158998,0.3702506,0.38328123,0.38625222,0.3772628,0.35229182,0.31127858,0.27661532,0.25884658,0.24834177,0.23938957,0.2297066,0.21815905,0.204071,0.18705112,0.16739917,0.14658153,0.12678313,0.112327255,0.10679077,0.11188743,0.13028555,0.16785906,0.21485548,0.23954189,0.25005502,0.25672337,0.2629294,0.27032313,0.28068295,0.29681584,0.3226072,0.35689428,0.38828874,0.4030517,0.39774543,0.37939432,0.35114327,0.31602064,0.28471044,0.2642004,0.25172272,0.24304381,0.23552324,0.22728807,0.21619502,0.19889891,0.1707096,0.13283877,0.09972863,0.083449304,0.08426185,0.09889502,0.12667684,0.16831799,0.20867151,0.23123716,0.2424742,0.24935268,0.2547868,0.26039773,0.26810735,0.28216943,0.31417564,0.3703706,0.40998405,0.41794005,0.405314,0.38170117,0.3518089,0.32059076,0.2935353,0.27325055,0.25893328,0.24856119,0.24039067,0.23291956,0.22420098,0.209822,0.1760526,0.114712,0.07463815,0.06581916,0.07532188,0.095304444,0.12629874,0.16640589,0.20188461,0.22382875,0.23631471,0.24429815,0.25024995,0.25558025,0.26180193,0.2727965,0.30919945,0.39330995,0.42796537,0.42458296,0.40695918,0.38291633,0.3563565,0.33099714,0.30869058,0.28963518,0.27346653,0.25978842,0.2482546,0.23832674,0.22891119,0.21671566,0.18135644,0.09753393,0.05776913,0.059562217,0.07251348,0.09225262,0.11981992,0.15231833,0.18227038,0.20521072,0.22159486,0.2338379,0.24389799,0.25302848,0.26236713,0.27439025,0.31011778,0.42206448,0.44499406,0.43540904,0.4187565,0.40040836,0.38331062,0.3681093,0.3539272,0.33932048,0.32235497,0.3002394,0.27028003,0.23644549,0.21309912,0.18593295,0.14718004,0.054630615,0.0012112274,0.001270001,0.0051681646,0.009853896,0.013450354,0.014516117,0.012548178,0.008092645,0.0027966471,0.0,0.008520713
62,0.14976692,0.63761824,0.84232974,0.9039904,0.9233728,0.9203427,0.9128103,0.89067477,0.81359124,0.67557436,0.6068187,0.5681824,0.5341352,0.50080216,0.46842387,0.43825603,0.41131163,0.38778183,0.3672019,0.34862262,0.33099368,0.3137998,0.29805616,0.28692684,0.28479216,0.30137628,0.37012872,0.5037609,0.5554084,0.5782889,0.5988161,0.6203386,0.6442914,0.67241687,0.70635855,0.7461341,0.7896494,0.8323496,0.8624702,0.87001574,0.850741,0.7957426,0.7049127,0.6280182,0.58850306,0.5650139,0.5448493,0.5229345,0.4967284,0.46471152,0.42599398,0.38124704,0.33378977,0.28855723,0.2553011,0.24206454,0.2526709,0.2930419,0.3761812,0.48038927,0.535168,0.55857253,0.57351744,0.58751535,0.60427415,0.62780285,0.6644802,0.72314817,0.8011985,0.8728217,0.90696114,0.8960142,0.8557355,0.7932618,0.71540046,0.6459108,0.6003454,0.57255286,0.5531496,0.53625125,0.5176467,0.492492,0.45318997,0.38907275,0.30288252,0.22738327,0.18990831,0.19092785,0.22299746,0.28446037,0.3768118,0.46636498,0.5164722,0.54147094,0.5568235,0.5690064,0.5816541,0.59911054,0.6310329,0.70377016,0.831541,0.92181706,0.94057107,0.91302127,0.86082,0.7945516,0.72527295,0.66518337,0.62008816,0.5882075,0.56506664,0.5467818,0.5299955,0.51030993,0.47769648,0.40094805,0.26143044,0.17009744,0.14949116,0.17017435,0.21436647,0.2831101,0.37212935,0.4508971,0.49964312,0.527406,0.54519534,0.5584846,0.57043463,0.5844435,0.60932577,0.6919882,0.8831314,0.9621573,0.9552073,0.9162667,0.8629492,0.803978,0.74763924,0.69805276,0.6556603,0.61965746,0.58916664,0.56341755,0.54120946,0.5200681,0.49252057,0.41223338,0.22160986,0.1308987,0.13435724,0.16295621,0.20672974,0.26792675,0.340096,0.4066215,0.45759228,0.4940268,0.5212887,0.54373085,0.5641405,0.5850698,0.6121493,0.6931616,0.9475189,0.9999992,0.9789645,0.94206524,0.9013207,0.8632832,0.82940084,0.7977289,0.7650595,0.7270879,0.6775739,0.61033875,0.5344308,0.4823888,0.4216719,0.33436325,0.124235384,0.0026719177,0.002567546,0.011143611,0.021530252,0.02952403,0.031928975,0.027609084,0.017784951,0.006108496,0.0,0.019052794
63,0.39911744,0.18022807,0.28580144,0.46275696,0.63431543,0.7678455,0.8665303,0.9266526,0.92428344,0.8586865,0.8171526,0.78268844,0.74425775,0.7025215,0.6598748,0.6189008,0.58134997,0.5476857,0.5173058,0.48879856,0.46039957,0.43073487,0.40007496,0.37079138,0.34582257,0.33248296,0.35590136,0.42914683,0.46238524,0.48487434,0.5097302,0.53780687,0.57019126,0.60897255,0.65641874,0.71291554,0.7764492,0.8425731,0.89807713,0.9320637,0.9412532,0.92051685,0.8713556,0.82589513,0.79964644,0.7798747,0.75861835,0.7322168,0.6984373,0.6556588,0.60278744,0.54051244,0.472744,0.40497792,0.3481964,0.3105185,0.29465923,0.30449098,0.3470389,0.40726942,0.44046783,0.45698822,0.47060308,0.48621064,0.5071658,0.53827035,0.58796096,0.6682714,0.776588,0.88087213,0.9444693,0.9632953,0.95255774,0.9213497,0.8766938,0.8346235,0.8054905,0.7858269,0.76973,0.75294137,0.7314851,0.6995924,0.64734685,0.56027716,0.44135714,0.3329276,0.2680859,0.24407226,0.2504127,0.2813996,0.3351462,0.38935152,0.4207431,0.4377764,0.44984552,0.46119243,0.47498608,0.49637413,0.53809863,0.6355388,0.8085042,0.9369314,0.9823472,0.97999215,0.9543246,0.91623026,0.8741694,0.8363339,0.8066362,0.7842224,0.76647156,0.7508052,0.734273,0.71182626,0.6703818,0.56786215,0.3781152,0.24811414,0.20334533,0.2029736,0.2245734,0.26458514,0.31868932,0.36739647,0.3983434,0.41701177,0.4300432,0.4407878,0.45167357,0.4664765,0.49675763,0.60549766,0.8613615,0.975221,0.9882053,0.96951103,0.9380512,0.9013097,0.8651375,0.8324355,0.80360126,0.7781361,0.75547993,0.7351882,0.716261,0.6959152,0.6644507,0.559322,0.3010208,0.16950463,0.15517455,0.16773072,0.1929348,0.2302833,0.2751627,0.31710833,0.34997267,0.37444976,0.39395097,0.41124776,0.4282575,0.44743878,0.47619772,0.57934546,0.91861117,0.99999917,0.9944822,0.97354585,0.947676,0.9215544,0.8963268,0.8708945,0.8431966,0.81011343,0.7665257,0.7026015,0.63108057,0.5924592,0.542611,0.449335,0.17507103,0.007596747,0.0,0.002809079,0.008551928,0.013847771,0.016414527,0.01541935,0.01154922,0.0070438716,0.0065168752,0.022430284
64,0.9999997,0.59600633,0.39673126,0.2962658,0.2499689,0.22640996,0.2141559,0.20214891,0.17446624,0.12876023,0.10877199,0.100011,0.09328207,0.08701639,0.08106587,0.07563241,0.07091661,0.06695277,0.0636813,0.06096588,0.058693096,0.05691881,0.05605773,0.057096913,0.061471507,0.07223194,0.09990057,0.1479579,0.16553819,0.17160195,0.1759923,0.18014623,0.18451895,0.18947996,0.195318,0.20195657,0.2088201,0.21470052,0.21684094,0.21284674,0.20142189,0.17945838,0.14668362,0.11992613,0.10685522,0.10000706,0.09506835,0.09041891,0.085341096,0.07946331,0.07260127,0.06491865,0.05713947,0.050403606,0.046948027,0.048828047,0.057285517,0.07432869,0.10472117,0.141519,0.16061148,0.1682658,0.17247166,0.17577182,0.1792124,0.18366762,0.19033898,0.2008214,0.2144176,0.22577554,0.22803952,0.21845174,0.20130695,0.17807573,0.15053496,0.12654895,0.1112107,0.10229203,0.09658654,0.09222301,0.088070765,0.08308143,0.07581069,0.06434197,0.049317174,0.037058607,0.033337187,0.038991872,0.052800875,0.07527695,0.10763794,0.1387299,0.15596111,0.1642671,0.16901459,0.17238879,0.17543943,0.17912242,0.18527542,0.19875634,0.2220035,0.2369968,0.23585975,0.2229587,0.20337427,0.17984027,0.15583195,0.135384,0.12036952,0.11008883,0.10295926,0.097688906,0.09332181,0.08886773,0.08241852,0.06831742,0.04338746,0.028291238,0.028201062,0.038048487,0.054308005,0.07830152,0.109015144,0.13614084,0.15280905,0.1620905,0.16780517,0.17185037,0.17521557,0.17870396,0.18400526,0.19978614,0.23523283,0.24802926,0.24167885,0.22690752,0.20806514,0.18772912,0.16860083,0.1520044,0.13804336,0.12642802,0.11684345,0.1090144,0.10258074,0.09696993,0.09074156,0.07551523,0.04120804,0.026707431,0.031424545,0.042242352,0.05754536,0.078548424,0.10322942,0.12594584,0.14324397,0.15541856,0.16427854,0.17130125,0.17740868,0.1832846,0.1900047,0.20625935,0.25375068,0.2609324,0.25187778,0.23858342,0.22455938,0.2119418,0.20116167,0.19151352,0.18190308,0.17094578,0.15677777,0.13862228,0.11802324,0.10164467,0.0836298,0.06247863,0.022369398,0.0010262498,0.0026004955,0.0060356394,0.00969688,0.012329997,0.012912676,0.011090398,0.0072909864,0.002759851,0.0,0.0055586975
65,0.61074734,0.20701896,0.16596292,0.28655145,0.46777454,0.63292515,0.76226676,0.8393602,0.8315072,0.74088144,0.692765,0.65939724,0.62310296,0.58384055,0.54406667,0.50633,0.47229266,0.44241995,0.4162399,0.39263505,0.3702618,0.3482837,0.32743844,0.31060636,0.30171943,0.3098358,0.36614543,0.48339915,0.52995247,0.5526484,0.5742994,0.59757936,0.6238187,0.65484834,0.6924928,0.7368529,0.7858672,0.8350045,0.8720825,0.8868531,0.87531847,0.82958406,0.7499418,0.68143016,0.64543235,0.62289006,0.6023807,0.57919514,0.55086577,0.5158471,0.4731862,0.4235725,0.3704923,0.3190345,0.2793264,0.25944275,0.26291147,0.2951069,0.36741874,0.45986015,0.50884813,0.5304091,0.5450107,0.5594651,0.57738173,0.60300416,0.6432677,0.70790005,0.79429096,0.87490577,0.91713196,0.91430426,0.8820364,0.827999,0.7590417,0.6968726,0.65566504,0.6300185,0.611463,0.5945519,0.57512486,0.54807544,0.5051599,0.43465486,0.3393638,0.2547556,0.20977637,0.20403104,0.22922316,0.28257778,0.36464816,0.44475806,0.48984703,0.51271427,0.52719283,0.53915995,0.5521369,0.5706858,0.6053115,0.6848594,0.8250923,0.92588276,0.9519421,0.9312483,0.886223,0.82754236,0.76555765,0.71140826,0.6704027,0.6410218,0.6192896,0.6016716,0.58491194,0.5644267,0.52933556,0.4453991,0.2919082,0.18987074,0.16267861,0.17772803,0.21591908,0.2770388,0.3567645,0.42750666,0.47148037,0.49680862,0.51332456,0.5259371,0.5376144,0.5518537,0.57823575,0.6680888,0.8770792,0.9656984,0.9641946,0.9307456,0.88333166,0.83034146,0.77941054,0.73433477,0.6955488,0.66233903,0.6339087,0.60958374,0.5882138,0.56723905,0.5385606,0.45133764,0.24189936,0.13991459,0.13857979,0.1629157,0.20176758,0.25664583,0.3215592,0.38152853,0.42765814,0.460892,0.48607534,0.5071445,0.5266528,0.5471248,0.57469016,0.66181433,0.9395711,0.9999992,0.9831935,0.950627,0.9139003,0.8790704,0.84750724,0.81749403,0.7861329,0.74943465,0.70145,0.63499105,0.56012595,0.5116165,0.45371085,0.36456913,0.13654245,0.0022480823,0.000122942,0.0071679577,0.016327137,0.023618037,0.02607029,0.02263889,0.014392995,0.0046191067,0.0,0.018254692
66,0.0,0.07829506,0.2577468,0.4400016,0.59518504,0.70818424,0.7863202,0.8312101,0.83157384,0.79108864,0.77584076,0.7697777,0.7625606,0.75351477,0.74345446,0.73338675,0.7240442,0.7157127,0.7083581,0.70170945,0.69544667,0.6894825,0.6843586,0.68154275,0.68309784,0.6935112,0.72818303,0.79264665,0.81706035,0.82704043,0.83548206,0.8441176,0.85360605,0.86465883,0.87792915,0.89338076,0.91009265,0.92608285,0.9363949,0.936791,0.92533034,0.89775604,0.8538714,0.8171666,0.79862744,0.78805643,0.7794444,0.77043873,0.7599044,0.74719715,0.73195165,0.7144559,0.69608563,0.67891,0.6670229,0.6639001,0.67131543,0.6920653,0.7324472,0.7823733,0.8084728,0.8193758,0.8260068,0.83190924,0.8387278,0.84812224,0.86263376,0.8857563,0.91635156,0.9438915,0.955503,0.9475055,0.92681485,0.89632195,0.85897475,0.82590646,0.8043982,0.7914931,0.78273714,0.77540696,0.7676601,0.757492,0.74186516,0.71656764,0.68275654,0.65359,0.64028347,0.64338964,0.6600183,0.6898997,0.7340644,0.7767069,0.8004699,0.8121798,0.819199,0.8245781,0.8299439,0.8370954,0.8498922,0.8787914,0.9293526,0.9643936,0.96962774,0.95491886,0.9293795,0.8975754,0.86459124,0.8361465,0.8149506,0.80012566,0.7895263,0.78132844,0.77403253,0.76580393,0.752633,0.7221675,0.667138,0.6317268,0.62537926,0.6365731,0.6581186,0.6909705,0.7332996,0.77069676,0.7937674,0.80680126,0.8150368,0.82108164,0.8263838,0.8323788,0.84259677,0.8756593,0.95161784,0.98213524,0.9769393,0.9578243,0.93230355,0.9043048,0.87768584,0.85436153,0.83452237,0.81778896,0.80373424,0.791994,0.7820223,0.772782,0.7612749,0.729174,0.65387595,0.61895293,0.6223421,0.63643205,0.6573714,0.6864366,0.72064376,0.75213844,0.77620256,0.7933052,0.80597913,0.816276,0.8255059,0.83478236,0.8463586,0.87913805,0.9803652,0.9999997,0.9891677,0.9713992,0.95208687,0.9342797,0.9186366,0.90421814,0.88950634,0.87250704,0.85039407,0.8208883,0.7875183,0.76352614,0.7360621,0.6988956,0.6147696,0.5670296,0.5677758,0.57210016,0.5770885,0.5808351,0.5818594,0.57963645,0.57475245,0.5689387,0.5657022,0.57428044
67,0.0,0.39692298,0.63004494,0.7657567,0.8469709,0.8993762,0.9364326,0.9641545,0.9834957,0.9946129,0.99701387,0.99384457,0.9873181,0.9787138,0.96905494,0.9592115,0.9497685,0.94095844,0.93269074,0.92461765,0.91623926,0.90706235,0.8969036,0.88589936,0.8740777,0.8618825,0.8508459,0.843437,0.8430646,0.8467685,0.8524316,0.8593786,0.86767423,0.8777983,0.8903402,0.90547884,0.92289877,0.9418542,0.9596119,0.9740035,0.9847896,0.9923371,0.9974836,0.99999976,0.99988234,0.99775195,0.9937976,0.98786944,0.97968227,0.9689308,0.95535785,0.9390897,0.92097306,0.9021138,0.884771,0.87033135,0.85889435,0.85045445,0.84427464,0.8400754,0.8386764,0.8392501,0.841149,0.84435403,0.8493216,0.8571319,0.86991084,0.890754,0.9192095,0.94773316,0.96820056,0.9810567,0.9887663,0.9935538,0.99671644,0.9984923,0.9989139,0.9982396,0.9965979,0.9937976,0.989236,0.9816449,0.96857965,0.94635206,0.91552687,0.88638806,0.8664094,0.8540632,0.8466007,0.84174836,0.83812726,0.83573633,0.8349602,0.83526886,0.83626306,0.8379327,0.8406748,0.8456312,0.8559946,0.8807831,0.92521256,0.9596712,0.97609806,0.9838279,0.9879958,0.9905993,0.9922566,0.9930595,0.9930383,0.99232817,0.9910846,0.9892897,0.9865778,0.9818809,0.9719849,0.94621897,0.8976808,0.8629975,0.8474428,0.8403874,0.83653593,0.8337882,0.83144873,0.8298562,0.82930154,0.82951623,0.8301906,0.8312004,0.8327202,0.8355205,0.84248537,0.8696749,0.9347305,0.96561277,0.9742797,0.9775944,0.97925174,0.9801531,0.9805143,0.9804271,0.979935,0.97904146,0.9777554,0.9760992,0.9739677,0.9707838,0.96417683,0.93825656,0.87236106,0.8366813,0.8283577,0.82514256,0.8232325,0.8216534,0.8202555,0.81929487,0.8189538,0.8192166,0.82001173,0.8212933,0.82309824,0.82581913,0.8313123,0.8562775,0.94230264,0.965681,0.9697259,0.9712647,0.97161365,0.9709762,0.9694475,0.9671113,0.96398115,0.9599127,0.9543972,0.9445829,0.9338549,0.93170214,0.92683303,0.90911335,0.8416858,0.7982594,0.79448175,0.7930257,0.7924397,0.7924274,0.79291385,0.7938566,0.7951952,0.7968336,0.79861057,0.800231
68,0.9999997,0.7441264,0.5675462,0.45430005,0.38352218,0.34339386,0.32357293,0.3168721,0.31724906,0.3193325,0.31131467,0.29815233,0.28313336,0.2673135,0.25147024,0.23631829,0.22230819,0.20953377,0.19770251,0.18621382,0.17428248,0.16112013,0.14636393,0.13003106,0.11191505,0.09214574,0.0712346,0.052325565,0.048911024,0.053423602,0.061100457,0.07070435,0.08226499,0.09642682,0.11401414,0.13530225,0.15992042,0.18695836,0.21282473,0.23471192,0.2524791,0.26719308,0.2801646,0.28830913,0.29031438,0.2883185,0.28331634,0.27535483,0.2641336,0.24926321,0.23039798,0.2076912,0.1822706,0.15557209,0.13054723,0.108897805,0.09055813,0.075193465,0.060940914,0.048595063,0.043369234,0.04295786,0.045072597,0.04926765,0.056048248,0.06686592,0.084661275,0.11375137,0.15357623,0.1938547,0.22369716,0.24421726,0.25836813,0.26921397,0.27839866,0.28498688,0.28816053,0.2886548,0.2871892,0.28379187,0.2777636,0.26740736,0.24936332,0.21850418,0.17555882,0.13462497,0.10574917,0.08653982,0.07315381,0.06216408,0.05136205,0.04264347,0.038642365,0.037727337,0.038415566,0.040330086,0.043883838,0.050606564,0.06492011,0.099354915,0.16121241,0.20966984,0.23409094,0.24757549,0.25689626,0.26456845,0.27095017,0.27551123,0.27797008,0.27863798,0.27799356,0.27622762,0.27296168,0.26678014,0.25327057,0.2176345,0.15022112,0.10157444,0.07860644,0.06649052,0.05801908,0.049887054,0.041259192,0.03437849,0.03079502,0.029581236,0.029635983,0.030464983,0.032157395,0.03572679,0.045155495,0.08277021,0.17313126,0.2166663,0.23047462,0.23774166,0.24323498,0.24786955,0.25152966,0.2541293,0.25571063,0.2563191,0.25601566,0.25488007,0.25281072,0.24905205,0.24035224,0.20466612,0.113194525,0.06295711,0.04984326,0.043234717,0.037800852,0.031902436,0.025677115,0.02045754,0.017077409,0.01545069,0.015162886,0.01590273,0.017570116,0.02063116,0.0276542,0.06191538,0.18133992,0.21470171,0.22211893,0.22652201,0.22929525,0.23039486,0.22988807,0.22801109,0.22495942,0.22075029,0.21493946,0.20345077,0.19103923,0.19059815,0.18643905,0.16385427,0.07110164,0.010583051,0.004722174,0.0019739594,0.00047393795,0.0,0.0006178399,0.0023274578,0.0049646175,0.008172693,0.011280661,0.012713425
69,0.0,0.2892576,0.50468314,0.6513,0.7481256,0.8162947,0.86669445,0.90706295,0.9437865,0.9778645,0.99014676,0.9906476,0.9860977,0.97877544,0.9700199,0.9608016,0.9517388,0.94308954,0.9347643,0.9263901,0.91740257,0.90717536,0.8953008,0.88151467,0.86521804,0.84561837,0.8200294,0.79015225,0.78218806,0.7841893,0.7893119,0.7961117,0.8044728,0.8148303,0.8277796,0.8435741,0.8620644,0.8828368,0.90369177,0.92297465,0.9409497,0.9594161,0.97959197,0.9940954,0.9995706,0.99992925,0.997249,0.9920415,0.9842686,0.97371984,0.96015483,0.943655,0.924934,0.9048358,0.88512856,0.8666024,0.8488389,0.83097386,0.8100819,0.7889628,0.7790273,0.7764546,0.77699375,0.77953297,0.78418213,0.7919024,0.804792,0.8259816,0.8551964,0.88541067,0.90952563,0.9292568,0.9458607,0.9614878,0.9770193,0.98942345,0.99651974,0.9995383,0.99999976,0.9984791,0.9947218,0.98763865,0.97488064,0.95277166,0.921717,0.89148366,0.868655,0.85100394,0.8357271,0.81985843,0.8012486,0.7848241,0.77644503,0.77326035,0.772451,0.77306545,0.77513963,0.779674,0.7898164,0.8145984,0.8593758,0.8953498,0.91592854,0.93075955,0.9440519,0.95713514,0.9693289,0.9790229,0.98542583,0.98897994,0.99053764,0.9906249,0.98921067,0.9854163,0.97615737,0.95087206,0.9025059,0.8667148,0.84767693,0.8346344,0.82269526,0.808743,0.7924308,0.7786997,0.77082753,0.7671025,0.765485,0.76499724,0.7654312,0.767393,0.7737158,0.80049545,0.8655145,0.8980348,0.91128296,0.9214899,0.9314003,0.9410513,0.9495786,0.95652306,0.9618799,0.965764,0.96830916,0.9696636,0.96983933,0.96838206,0.96302277,0.93800646,0.8724614,0.8351293,0.8228029,0.81403774,0.8049079,0.79370403,0.7811707,0.7701019,0.7621951,0.75727093,0.7544449,0.7530151,0.7526278,0.75347656,0.75738573,0.7812592,0.86709255,0.8927688,0.9014742,0.9088801,0.9151551,0.91965485,0.9223124,0.9235186,0.9237469,0.9234134,0.9226937,0.9184486,0.9141844,0.9186327,0.9205084,0.9080875,0.8432095,0.7994088,0.7940519,0.79071176,0.78834474,0.78714687,0.787484,0.7894625,0.7928182,0.7968732,0.8003018,0.7997937
